"Country";"Language";"Reach";"Sentiment";"Key Phrases";"Keywords";"Twitter Authority";"Twitter Client";"Twitter Followers";"Twitter Following";"Alternate Date Format";"Time";"State";"City"
"Brazil";"Portuguese";654;"Neutral";;"#UseAmarelo";5;"Twitter for Android";654;2305;"Jun 28, 2020";9:44 AM;"Mato Grosso";
"Unknown";"Portuguese";89;"Neutral";"custas de endividamento,final do regime militar,forte crescimento";"#UseAmarelo";3;"Twitter for Android";89;232;"Jun 28, 2020";9:44 AM;;
"Brazil";"Portuguese";30;"Neutral";"grave amnésia";"#UseAmarelo";2;"Twitter for iPhone";30;115;"Jun 28, 2020";9:44 AM;"São Paulo";"Santos"
"Brazil";"Portuguese";178;"Neutral";"grave amnésia";"#UseAmarelo";4;"Twitter for Android";178;1020;"Jun 28, 2020";9:44 AM;"Pernambuco";"Recife"
"Brazil";"Portuguese";299;"Neutral";"curso online gratuito";"#UseAmarelo";4;"Twitter for Android";299;1702;"Jun 28, 2020";9:44 AM;"Mato Grosso";
"Unknown";"Portuguese";644;"Neutral";;"#UseAmarelo";5;"Twitter for iPhone";644;1211;"Jun 28, 2020";9:44 AM;;
"Brazil";"Portuguese";220;"Neutral";"curso online gratuito";"#UseAmarelo";4;"Twitter for Android";220;279;"Jun 28, 2020";9:44 AM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";17;"Neutral";"período desta,regime militar";"#UseAmarelo";2;"Twitter for Android";17;61;"Jun 28, 2020";9:44 AM;"Bahia";"Salvador"
"Unknown";"Portuguese";5;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";1;"Twitter for Android";5;153;"Jun 28, 2020";9:44 AM;;
"Colombia";"Portuguese";3290;"Neutral";"custas de endividamento,final do regime militar,forte crescimento";"#UseAmarelo";6;"Twitter Web App";3290;3288;"Jun 28, 2020";9:43 AM;;
"Brazil";"Portuguese";321;"Neutral";"editorial na primeira,mudança temporária,serviço da democracia";"#UseAmarelo";5;"Twitter for Android";321;827;"Jun 28, 2020";9:43 AM;"São Paulo";"Bauru"
"Brazil";"Portuguese";2960;"Neutral";"campanha publicitária";"#UseAmarelo";7;"Twitter for Android";2960;675;"Jun 28, 2020";9:43 AM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";3198;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";6;"Twitter for iPhone";3198;3224;"Jun 28, 2020";9:43 AM;"Paraná";"Curitiba"
"Unknown";"Portuguese";24;"Neutral";"ditadura do STF,soberania popular,últimas eleições";"#UseAmarelo";3;"Twitter for iPhone";24;114;"Jun 28, 2020";9:43 AM;;
"Unknown";"Portuguese";142;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";4;"Twitter for iPhone";142;202;"Jun 28, 2020";9:43 AM;;
"Unknown";"Portuguese";120;"Neutral";"geração de militares";"#UseAmarelo";4;"Twitter Web App";120;363;"Jun 28, 2020";9:43 AM;;
"Brazil";"Portuguese";6656;"Neutral";"editorial na primeira,mudança temporária,serviço da democracia";"#UseAmarelo";8;"Twitter for iPhone";6656;402;"Jun 28, 2020";9:43 AM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";0;"Neutral";"morte de índios,projetos de colonização";"#UseAmarelo";;"Twitter for Android";;29;"Jun 28, 2020";9:43 AM;;
"Brazil";"Portuguese";6982;"Neutral";;"#UseAmarelo";7;"Twitter for iPhone";6982;2858;"Jun 28, 2020";9:43 AM;"Federal District";"Brasília"
"Brazil";"Portuguese";1759;"Neutral";;"#UseAmarelo";6;"Twitter for Android";1759;3929;"Jun 28, 2020";9:43 AM;"Rio de Janeiro";"Rio de Janeiro"
"Unknown";"Portuguese";1568;"Neutral";"editorial na primeira,mudança temporária,serviço da democracia";"#UseAmarelo";5;"Twitter for iPhone";1568;4;"Jun 28, 2020";9:43 AM;;
"Brazil";"Portuguese";100;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";4;"Twitter for Android";100;469;"Jun 28, 2020";9:42 AM;"Mato Grosso";
"Brazil";"Portuguese";1883;"Neutral";"Porcos imundos,cara de pau,fascistas de ""pró,manifestações legítimas";"#UseAmarelo";6;"Twitter for iPhone";1883;3604;"Jun 28, 2020";9:42 AM;"Rio de Janeiro";"Rio de Janeiro"
"Unknown";"Portuguese";6;"Neutral";"ufanismo do Brasil grande";"#UseAmarelo";1;"Twitter for iPhone";6;62;"Jun 28, 2020";9:42 AM;;
"Brazil";"Portuguese";146;"Neutral";"curso online gratuito";"#UseAmarelo";4;"Twitter for Android";146;945;"Jun 28, 2020";9:42 AM;"Rio Grande do Sul";"Erechim"
"Brazil";"Portuguese";216;"Neutral";"curso online gratuito";"#UseAmarelo";4;"Twitter for Android";216;554;"Jun 28, 2020";9:42 AM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";629;"Neutral";"curso online gratuito";"#UseAmarelo";5;"Twitter for Android";629;1191;"Jun 28, 2020";9:42 AM;"Minas Gerais";
"United States";"Portuguese";696;"Neutral";"curso online gratuito";"#UseAmarelo";5;"Twitter Web App";696;569;"Jun 28, 2020";9:42 AM;"Massachusetts";"Falmouth"
"Unknown";"Portuguese";188;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";4;"Twitter for Android";188;247;"Jun 28, 2020";9:42 AM;;
"Brazil";"Portuguese";102;"Neutral";"curso online gratuito";"#UseAmarelo";3;"Twitter for iPhone";102;160;"Jun 28, 2020";9:42 AM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";94;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";4;"Twitter for Android";94;128;"Jun 28, 2020";9:41 AM;"Rio de Janeiro";"Niterói"
"Brazil";"Portuguese";6;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";1;"Twitter for Android";6;143;"Jun 28, 2020";9:41 AM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";94;"Neutral";"curso online gratuito";"#UseAmarelo";4;"Twitter for Android";94;128;"Jun 28, 2020";9:41 AM;"Rio de Janeiro";"Niterói"
"Unknown";"Portuguese";4;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";2;"Twitter Web App";4;29;"Jun 28, 2020";9:41 AM;;
"Unknown";"Portuguese";19;"Neutral";"curso online gratuito";"#UseAmarelo";2;"Twitter for Android";19;118;"Jun 28, 2020";9:41 AM;;
"Brazil";"Portuguese";6;"Neutral";"curso online gratuito";"#UseAmarelo";1;"Twitter for Android";6;143;"Jun 28, 2020";9:41 AM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";31;"Neutral";;"#UseAmarelo";3;"Twitter for Android";31;199;"Jun 28, 2020";9:41 AM;;
"Brazil";"Portuguese";209;"Neutral";"curso online gratuito";"#UseAmarelo";4;"TW Blue";209;223;"Jun 28, 2020";9:41 AM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";843;"Neutral";"curso online gratuito";"#UseAmarelo";6;"Twitter for iPhone";843;180;"Jun 28, 2020";9:41 AM;"Minas Gerais";"Belo Horizonte"
"United Kingdom";"Portuguese";141;"Neutral";"morte de índios,projetos de colonização";"#UseAmarelo";4;"Twitter for Android";141;332;"Jun 28, 2020";9:41 AM;"England";"Woodford Green"
"Unknown";"Portuguese";59;"Neutral";"judiciário brasileiro,voto popular";"#UseAmarelo";3;"Twitter Web App";59;143;"Jun 28, 2020";9:41 AM;;
"Brazil";"Portuguese";1203;"Neutral";"extrema pobreza,metade do PIB,valor real";"#UseAmarelo";6;"Twitter for Android";1203;258;"Jun 28, 2020";9:40 AM;"Mato Grosso";
"Unknown";"Portuguese";3;"Neutral";"curso online gratuito";"#UseAmarelo";;"Twitter for Android";3;97;"Jun 28, 2020";9:40 AM;;
"Unknown";"Portuguese";106;"Neutral";"geração de militares";"#UseAmarelo";3;"Twitter for Android";106;335;"Jun 28, 2020";9:40 AM;;
"Brazil";"Portuguese";1852;"Positive";;"#useamarelo";6;"Paper.li";1852;2202;"Jun 28, 2020";9:40 AM;"Mato Grosso";
"Unknown";"Portuguese";6;"Neutral";"custas de endividamento,final do regime militar,forte crescimento";"#UseAmarelo";1;"Twitter for iPhone";6;62;"Jun 28, 2020";9:40 AM;;
"Brazil";"Portuguese";527;"Neutral";"curso online gratuito";"#UseAmarelo";5;"Twitter Web App";527;521;"Jun 28, 2020";9:40 AM;"Minas Gerais";"Belo Horizonte"
"Unknown";"Portuguese";4101;"Neutral";"fascistas de ""pró,grandessíssima cara de pau,manifestações legítimas";"#UseAmarelo";7;"Twitter for iPhone";4101;3173;"Jun 28, 2020";9:40 AM;;
"Unknown";"Portuguese";372;"Neutral";"pior presidente";"#UseAmarelo";5;"Twitter Web App";372;668;"Jun 28, 2020";9:40 AM;;
"Brazil";"Portuguese";150;"Neutral";"curso online gratuito";"#UseAmarelo";4;"Twitter for Android";150;138;"Jun 28, 2020";9:40 AM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";38;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";3;"Twitter Web App";38;274;"Jun 28, 2020";9:40 AM;"Santa Catarina";
"Brazil";"Portuguese";128;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";4;"Twitter for Android";128;284;"Jun 28, 2020";9:40 AM;"Mato Grosso";
"Unknown";"Portuguese";93;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";3;"Twitter for Android";93;161;"Jun 28, 2020";9:40 AM;;
"Unknown";"Portuguese";50;"Neutral";"curso online gratuito";"#UseAmarelo";3;"Twitter Web App";50;562;"Jun 28, 2020";9:40 AM;;
"Brazil";"Portuguese";1752;"Neutral";"fascistas de ""pró,grandessíssima cara de pau,manifestações legítimas";"#UseAmarelo";6;"Twitter for Android";1752;1778;"Jun 28, 2020";9:40 AM;;
"Unknown";"Portuguese";6;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";1;"Twitter for iPhone";6;62;"Jun 28, 2020";9:39 AM;;
"Unknown";"Portuguese";27;"Neutral";"curso online gratuito";"#UseAmarelo";2;"Twitter for Android";27;65;"Jun 28, 2020";9:39 AM;;
"Brazil";"Portuguese";18;"Neutral";"grave amnésia";"#UseAmarelo";2;"Twitter Web App";18;332;"Jun 28, 2020";9:39 AM;"Mato Grosso";
"Brazil";"Portuguese";259;"Positive";"curso hein";"#UseAmarelo";4;"Twitter for Android";259;687;"Jun 28, 2020";9:39 AM;"Espírito Santo";"Vila Velha"
"Brazil";"Portuguese";138;"Neutral";"curso online gratuito";"#UseAmarelo";4;"Twitter Web App";138;132;"Jun 28, 2020";9:39 AM;"Rio de Janeiro";"Nova Iguaçu"
"Brazil";"Portuguese";50;"Neutral";;"#UseAmarelo";3;"Twitter Web App";50;187;"Jun 28, 2020";9:39 AM;"Mato Grosso";
"Brazil";"Portuguese";198;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";4;"Twitter for iPhone";198;340;"Jun 28, 2020";9:39 AM;"Rio de Janeiro";"Rio de Janeiro"
"Unknown";"Portuguese";68;"Neutral";"Engrenagem de abusos";"#UseAmarelo";3;"Twitter for iPhone";68;91;"Jun 28, 2020";9:38 AM;;
"Unknown";"Portuguese";1961;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";6;"Twitter Web App";1961;2348;"Jun 28, 2020";9:38 AM;;
"Unknown";"Portuguese";0;"Neutral";"período desta,regime militar";"#UseAmarelo";;"Twitter for Android";;29;"Jun 28, 2020";9:38 AM;;
"Brazil";"Portuguese";509;"Neutral";"ditadura do STF,soberania popular,últimas eleições";"#UseAmarelo";5;"Twitter for iPhone";509;901;"Jun 28, 2020";9:38 AM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";2156;"Neutral";"custas de endividamento,final do regime militar,forte crescimento";"#UseAmarelo";6;"Twitter Web App";2156;2951;"Jun 28, 2020";9:38 AM;"Alagoas";"Santana do Ipanema"
"Unknown";"Portuguese";30;"Neutral";"curso online gratuito";"#UseAmarelo";3;"Twitter for Android";30;69;"Jun 28, 2020";9:38 AM;;
"Brazil";"Portuguese";340;"Neutral";"curso online gratuito";"#UseAmarelo";5;"Twitter for Android";340;496;"Jun 28, 2020";9:38 AM;"Mato Grosso";"Rondonópolis"
"Brazil";"Portuguese";876;"Neutral";"pior presidente";"#UseAmarelo";5;"Twitter for Android";876;1884;"Jun 28, 2020";9:38 AM;"Paraná";"Curitiba"
"Brazil";"Portuguese";49;"Neutral";"custas de endividamento,final do regime militar,forte crescimento";"#UseAmarelo";3;"Twitter for Android";49;302;"Jun 28, 2020";9:38 AM;"São Paulo";"São José dos Campos"
"Brazil";"Portuguese";3305;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";6;"Twitter Web App";3305;4807;"Jun 28, 2020";9:38 AM;"Pernambuco";"Recife"
"Portugal";"Portuguese";38;"Neutral";"curso online gratuito";"#UseAmarelo";3;"Twitter for Android";38;224;"Jun 28, 2020";9:38 AM;"Évora";"Redondo"
"Brazil";"Portuguese";255;"Neutral";"dias atuais";"#UseAmarelo";4;"Twitter for Android";255;520;"Jun 28, 2020";9:38 AM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";307;"Neutral";"curso online gratuito";"#UseAmarelo";5;"Twitter for iPhone";307;714;"Jun 28, 2020";9:38 AM;"Pará";"Belém"
"Unknown";"Portuguese";2;"Neutral";"grave amnésia";"#UseAmarelo";;"Twitter for Android";2;73;"Jun 28, 2020";9:38 AM;;
"Brazil";"Portuguese";8161;"Neutral";"ufanismo do Brasil grande";"#UseAmarelo";7;"Twitter for iPhone";8161;8500;"Jun 28, 2020";9:38 AM;"Amapá";"Macapá"
"Unknown";"Portuguese";233;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";4;"Twitter for Android";233;421;"Jun 28, 2020";9:38 AM;;
"Unknown";"Portuguese";1641;"Neutral";"fascistas de ""pró,grandessíssima cara de pau,manifestações legítimas";"#UseAmarelo";6;"Twitter for Android";1641;1968;"Jun 28, 2020";9:38 AM;;
"Brazil";"Portuguese";344;"Negative";;"#UseAmarelo";5;"Twitter for Android";344;220;"Jun 28, 2020";9:38 AM;"Mato Grosso";
"Brazil";"Portuguese";124;"Neutral";;"#UseAmarelo";4;"Twitter for iPhone";124;372;"Jun 28, 2020";9:38 AM;"Federal District";"Brasília"
"Spain";"Portuguese";126;"Neutral";"curso online gratuito";"#UseAmarelo";3;"Twitter Web App";126;533;"Jun 28, 2020";9:37 AM;"Castille-La Mancha";"Toledo"
"Unknown";"Portuguese";0;"Neutral";"ufanismo do Brasil grande";"#UseAmarelo";;"Twitter for Android";;29;"Jun 28, 2020";9:37 AM;;
"Unknown";"Portuguese";186;"Neutral";"curso online gratuito";"#UseAmarelo";3;"Twitter for Android";186;510;"Jun 28, 2020";9:37 AM;;
"Unknown";"Portuguese";357;"Neutral";"curso online gratuito";"#UseAmarelo";5;"Twitter for Android";357;367;"Jun 28, 2020";9:37 AM;;
"Brazil";"Portuguese";262;"Neutral";"curso online gratuito";"#UseAmarelo";4;"Twitter for iPhone";262;356;"Jun 28, 2020";9:37 AM;"Piauí";"Teresina"
"Unknown";"Portuguese";4;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";1;"Twitter for Android";4;187;"Jun 28, 2020";9:37 AM;;
"Brazil";"Portuguese";38;"Neutral";"curso online gratuito";"#UseAmarelo";2;"Twitter for Android";38;99;"Jun 28, 2020";9:37 AM;"Rio de Janeiro";"Rio de Janeiro"
"Unknown";"Portuguese";3;"Neutral";"curso online gratuito";"#UseAmarelo";;"Twitter for Android";3;26;"Jun 28, 2020";9:37 AM;;
"Spain";"Portuguese";155;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";4;"Twitter for Android";155;486;"Jun 28, 2020";9:36 AM;"Madrid";"Salamanca"
"Unknown";"Portuguese";9;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";1;"Twitter for Android";9;118;"Jun 28, 2020";9:36 AM;;
"Brazil";"Portuguese";56;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";3;"Twitter Web App";56;356;"Jun 28, 2020";9:36 AM;"Mato Grosso";
"Brazil";"Portuguese";1281;"Negative";"colegas de profissão";"#useamarelo";6;"Twitter for Android";1281;591;"Jun 28, 2020";9:36 AM;"Bahia";
"Brazil";"Portuguese";1825;"Neutral";;"#UseAmarelo";6;"Twitter Web App";1825;375;"Jun 28, 2020";9:36 AM;"Ceará";"Fortaleza"
"Brazil";"Portuguese";375;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";5;"Twitter for Android";375;715;"Jun 28, 2020";9:36 AM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";717;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";5;"Twitter for Android";717;1265;"Jun 28, 2020";9:36 AM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";1699;"Neutral";"curso online gratuito";"#UseAmarelo";6;"Twitter for iPhone";1699;472;"Jun 28, 2020";9:36 AM;"Maranhão";"São Luís"
"Unknown";"Portuguese";59;"Neutral";"custas de endividamento,final do regime militar,forte crescimento";"#UseAmarelo";3;"Twitter Web App";59;143;"Jun 28, 2020";9:36 AM;;
"Unknown";"Portuguese";2069;"Neutral";"curso online gratuito";"#UseAmarelo";6;"Twitter for Android";2069;4989;"Jun 28, 2020";9:36 AM;;
"Unknown";"Portuguese";7;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";1;"Twitter for Android";7;53;"Jun 28, 2020";9:36 AM;;
"Unknown";"Portuguese";179;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";4;"Twitter Web App";179;211;"Jun 28, 2020";9:35 AM;;
"Brazil";"Portuguese";4;"Positive";;"#UseAmarelo";1;"Twitter for Android";4;45;"Jun 28, 2020";9:35 AM;"Goiás";"Goiânia"
"Unknown";"Portuguese";187;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";4;"Twitter for Android";187;1365;"Jun 28, 2020";9:35 AM;;
"Unknown";"Portuguese";179;"Neutral";"custas de endividamento,final do regime militar,forte crescimento";"#UseAmarelo";4;"Twitter Web App";179;211;"Jun 28, 2020";9:35 AM;;
"Brazil";"Portuguese";460;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";5;"Twitter for Android";460;1221;"Jun 28, 2020";9:35 AM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";101;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";3;"Twitter for Android";101;332;"Jun 28, 2020";9:35 AM;"Federal District";"Brasília"
"Brazil";"Portuguese";7508682;"Neutral";"curso online gratuito";"#UseAmarelo";10;"TweetDeck";7508682;178469;"Jun 28, 2020";9:35 AM;"Rio Grande do Sul";"São Francisco de Paula"
"Unknown";"Portuguese";56;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";3;"Twitter for iPhone";56;301;"Jun 28, 2020";9:34 AM;;
"Brazil";"Portuguese";527;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";5;"Twitter Web App";527;521;"Jun 28, 2020";9:34 AM;"Minas Gerais";"Belo Horizonte"
"Brazil";"English";4309;"Positive";"latest  Diário La Pasionária";"#useamarelo";7;"Paper.li";4309;1118;"Jun 28, 2020";9:34 AM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";930;"Neutral";"fascistas de ""pró,grandessíssima cara de pau,manifestações legítimas";"#UseAmarelo";5;"Twitter for Android";930;1125;"Jun 28, 2020";9:34 AM;"Rio de Janeiro";"Rio de Janeiro"
"Unknown";"Portuguese";465;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";5;"Twitter for Android";465;727;"Jun 28, 2020";9:34 AM;;
"Unknown";"Portuguese";102;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";4;"Twitter Web App";102;174;"Jun 28, 2020";9:34 AM;;
"Brazil";"Portuguese";110;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";3;"Twitter for iPhone";110;403;"Jun 28, 2020";9:34 AM;"Pernambuco";"Recife"
"Brazil";"Portuguese";835;"Neutral";"fascistas de ""pró,grandessíssima cara de pau,manifestações legítimas";"#UseAmarelo";6;"Twitter Web App";835;572;"Jun 28, 2020";9:33 AM;"Rio de Janeiro";"Rio de Janeiro"
"Unknown";"Portuguese";242;"Neutral";"atual regime";"#UseAmarelo";4;"Twitter for Android";242;1198;"Jun 28, 2020";9:33 AM;;
"Unknown";"Portuguese";9;"Neutral";"curso online gratuito";"#UseAmarelo";1;"Twitter for Android";9;77;"Jun 28, 2020";9:33 AM;;
"Unknown";"Portuguese";13;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";1;"Twitter for Android";13;176;"Jun 28, 2020";9:33 AM;;
"Brazil";"Portuguese";2713;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";6;"Twitter for iPhone";2713;3937;"Jun 28, 2020";9:32 AM;"São Paulo";"São José do Rio Preto"
"Brazil";"Portuguese";196;"Neutral";"ufanismo do Brasil grande";"#UseAmarelo";4;"Twitter for Android";196;295;"Jun 28, 2020";9:32 AM;"Rio Grande do Sul";"Porto Alegre"
"Unknown";"Portuguese";6;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";1;"Twitter for Android";6;28;"Jun 28, 2020";9:32 AM;;
"Brazil";"Portuguese";758;"Neutral";;"#useamarelo";5;"Twitter for Android";758;2359;"Jun 28, 2020";9:32 AM;"Rio de Janeiro";"Rio de Janeiro"
"Unknown";"Portuguese";2;"Neutral";"grave amnésia";"#UseAmarelo";;"Twitter for Android";2;38;"Jun 28, 2020";9:32 AM;;
"Unknown";"Portuguese";551;"Neutral";;"#UseAmarelo";5;"Twitter Web App";551;570;"Jun 28, 2020";9:32 AM;;
"Unknown";"Portuguese";396;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";5;"Twitter for Android";396;454;"Jun 28, 2020";9:31 AM;;
"Unknown";"Portuguese";92;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";3;"Twitter Web App";92;139;"Jun 28, 2020";9:31 AM;;
"Brazil";"Portuguese";359;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";5;"Twitter for iPhone";359;338;"Jun 28, 2020";9:31 AM;"Pernambuco";"Recife"
